virus_name	viral_acc	evidence	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
Shigella phage Sf23	NC_054941	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage Sf24	NC_042078	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage Sf6	NC_005344	Literature, RefSeq, UniProt	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage SfII	NC_021857	UniProt	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage Sfin-1	NC_047998	RefSeq	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	620	genus	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__;t__
Shigella phage SfIV	NC_022749	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage SfMu	NC_027382	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage SFN6B	NC_047929	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage SFPH2	NC_048025	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage SH6	NC_047785	RefSeq	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	620	genus	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__;t__
Shigella phage SH7	NC_054942	RefSeq	Shigella sp.	625	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	620	genus	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__;t__
Shigella phage SHBML-50-1	NC_031085	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage Shf125875	NC_025437	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage Shfl2	NC_015457	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage SHFML-11	NC_030953	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage SHFML-26	NC_031011	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage SHSML-45	NC_031022	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage SHSML-52-1	NC_031090	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage SP18	NC_014595	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage Ss-VASD	NC_028685	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage SSP1	NC_047881	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage vB_SflS-ISF001	NC_047863	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage VB_Ship_A7	NC_048180	RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella phage vB_SsoS-ISF002	NC_041995	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella phage vB_SsoS_008	NC_048150	RefSeq	Shigella sonnei	624	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella sonnei	['GCF_013374815.1']	GCF_013374815.1	Represent	Complete Genome	624	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella sonnei;t__
Shigella virus 2019SD1	NC_049820	NCBI Virus, RefSeq	Shigella dysenteriae	622	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella dysenteriae	['GCF_022354145.1', 'GCF_022354085.1', 'GCF_022354065.1', 'GCF_015475595.1', 'GCF_010231685.1(suppressed)', 'GCF_009662135.1(suppressed)', 'GCF_002949875.1(suppressed)', 'GCF_002949815.1', 'GCF_002950175.1(suppressed)', 'GCF_002950155.1(suppressed)', 'GCF_002950115.1(suppressed)', 'GCF_002950075.1(suppressed)', 'GCF_002950015.1(suppressed)', 'GCF_002949915.1(suppressed)', 'GCF_002949855.1', 'GCF_002949835.1', 'GCF_002949775.1', 'GCF_002949755.1', 'GCF_002949715.1', 'GCF_002949675.1', 'GCF_002949415.1(suppressed)', 'GCF_002741615.1', 'GCF_002950095.1(suppressed)', 'GCF_002950055.1(suppressed)', 'GCF_002949935.1(suppressed)', 'GCF_002943855.1(suppressed)', 'GCF_000497505.1(suppressed)', 'GCF_000012005.1', 'GCF_002950295.1(suppressed)']	GCF_022354145.1	Unreference	Complete Genome	622	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella dysenteriae;t__
Shigella virus Sf6	AF547987	Literature, NCBI Virus, RefSeq, UniProt	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella virus Sfin-3	NC_049831	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Shigella virus Shfl1	NC_015456	NCBI Virus, RefSeq	Shigella flexneri	623	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	species	Shigella flexneri	['GCF_000006925.2']	GCF_000006925.2	Reference	Complete Genome	623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri;t__
Silicibacter phage DSS3phi2	NC_012697	NCBI Virus, RefSeq	Ruegeria pomeroyi DSS-3	246200	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Roseobacteraceae; Ruegeria; Ruegeria pomeroyi	strain	Ruegeria pomeroyi DSS-3	['GCF_000011965.2']	GCF_000011965.2	Represent	Complete Genome	246200	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Ruegeria;s__Ruegeria pomeroyi;t__Ruegeria pomeroyi DSS-3
Sinorhizobium phage ort11	NC_049469	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium meliloti	['GCF_000346065.1']	GCF_000346065.1	Represent	Complete Genome	382	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti;t__
Sinorhizobium phage PBC5	NC_003324	NCBI Virus, RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium meliloti	['GCF_000346065.1']	GCF_000346065.1	Represent	Complete Genome	382	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti;t__
Sinorhizobium phage phiLM21	NC_029046	NCBI Virus, RefSeq	Sinorhizobium sp. LM21	1449788	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium	['GCF_003177055.1', 'GCF_001889105.1', 'GCF_000346065.1']	GCF_003177055.1	Represent	Complete Genome	28105	genus	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__;t__
Sinorhizobium phage phiM12	NC_027204	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium meliloti	['GCF_000346065.1']	GCF_000346065.1	Represent	Complete Genome	382	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti;t__
Sinorhizobium phage phiM7	NC_041929	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium meliloti	['GCF_000346065.1']	GCF_000346065.1	Represent	Complete Genome	382	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti;t__
Sinorhizobium phage phiM9	NC_028676	NCBI Virus, RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium meliloti	['GCF_000346065.1']	GCF_000346065.1	Represent	Complete Genome	382	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti;t__
Sinorhizobium phage phiN3	NC_028945	RefSeq	Sinorhizobium meliloti	382	Bacteria; Proteobacteria; Alphaproteobacteria; Hyphomicrobiales; Rhizobiaceae; Sinorhizobium	species	Sinorhizobium meliloti	['GCF_000346065.1']	GCF_000346065.1	Represent	Complete Genome	382	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti;t__
Sodalis phage phiSG1	NC_007902	NCBI Virus, RefSeq	Sodalis glossinidius str. 'morsitans'	343509	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis; Sodalis glossinidius	strain	Sodalis glossinidius str. 'morsitans'	['GCF_900004845.1(suppressed)', 'GCF_000010085.1(suppressed)']	GCF_900004845.1(suppressed)	Unreference	Complete Genome	343509	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Bruguierivoracaceae;g__Sodalis;s__Sodalis glossinidius;t__Sodalis glossinidius str. 'morsitans'
Sodalis phage SO1	NC_013600	RefSeq	Sodalis glossinidius	63612	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Bruguierivoracaceae; Sodalis	species	Sodalis glossinidius	['GCF_900004845.1(suppressed)', 'GCF_000010085.1(suppressed)']	GCF_900004845.1(suppressed)	Unreference	Complete Genome	63612	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Bruguierivoracaceae;g__Sodalis;s__Sodalis glossinidius;t__
Sphingobium phage Lacusarx	NC_041927	RefSeq	Sphingobium sp. IP1	2021637	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium	species	Sphingobium	['GCF_018286635.1', 'GCF_015074805.1', 'GCF_003967075.1', 'GCF_002504085.1', 'GCF_002355855.1', 'GCF_002288285.1', 'GCF_000264945.2']	GCF_018286635.1	Represent	Complete Genome	165695	genus	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__;t__
Sphingomonas phage PAU	NC_019521	NCBI Virus, RefSeq	Sphingomonas paucimobilis	13689	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas	species	Sphingomonas paucimobilis	['GCF_016027095.1']	GCF_016027095.1	Represent	Complete Genome	13689	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas paucimobilis;t__
Sphingomonas phage Scott	NC_048029	RefSeq	Sphingomonas paucimobilis	13689	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas	species	Sphingomonas paucimobilis	['GCF_016027095.1']	GCF_016027095.1	Represent	Complete Genome	13689	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas paucimobilis;t__
Spiroplasma phage C74	NC_003793	RefSeq	Spiroplasma citri	2133	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species	Spiroplasma citri	['GCF_001886855.1']	GCF_001886855.1	Represent	Complete Genome	2133	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma citri;t__
Spiroplasma phage C74	NC_003793	UniProt	Spiroplasma melliferum	2134	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species	Spiroplasma melliferum	['GCF_005222125.1']	GCF_005222125.1	Unreference	Complete Genome	2134	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma melliferum;t__
Spiroplasma phage R8A2B	NC_001365	RefSeq, UniProt	Spiroplasma citri	2133	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species	Spiroplasma citri	['GCF_001886855.1']	GCF_001886855.1	Represent	Complete Genome	2133	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma citri;t__
Spiroplasma virus SkV1CR23x	NC_009987	NCBI Virus, RefSeq	Spiroplasma kunkelii	47834	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species	Spiroplasma kunkelii	['GCF_001274875.1']	GCF_001274875.1	Represent	Complete Genome	47834	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma kunkelii;t__
Spiroplasma virus SpV4	NC_003438	NCBI Virus, RefSeq, UniProt	Spiroplasma melliferum	2134	Bacteria; Terrabacteria group; Tenericutes; Mollicutes; Entomoplasmatales; Spiroplasmataceae; Spiroplasma	species	Spiroplasma melliferum	['GCF_005222125.1']	GCF_005222125.1	Unreference	Complete Genome	2134	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma melliferum;t__
Staphylococcus phage 23MRA	NC_028775	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage 2638A	NC_007051	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage 3 AJ-2017	NC_048644	Literature	Staphylococcus aureus subsp. aureus COL	93062	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	strain	Staphylococcus aureus subsp. aureus COL	['GCF_000012045.1']	GCF_000012045.1	Unreference	Complete Genome	93062	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus COL
Staphylococcus phage 3MRA	NC_028917	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage 66	NC_007046	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage 676Z	NC_047724	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage 6ec	NC_024355	Literature	Staphylococcus epidermidis	1282	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus epidermidis	['GCF_006094375.1']	GCF_006094375.1	Represent	Complete Genome	1282	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__
Staphylococcus phage A3R	NC_047723	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage A5W	NC_047728	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage Andhra	NC_047813	RefSeq	Staphylococcus epidermidis RP62A	176279	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	strain	Staphylococcus epidermidis RP62A	['GCF_000011925.1']	GCF_000011925.1	Unreference	Complete Genome	176279	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__Staphylococcus epidermidis RP62A
Staphylococcus phage B166	NC_028859	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage B236	NC_028915	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
Staphylococcus phage BP39	NC_031046	RefSeq	Staphylococcus aureus	1280	Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	species	Staphylococcus aureus	['GCF_000013425.1']	GCF_000013425.1	Reference	Complete Genome	1280	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__
