viral.accn,Virus.name,Reported.host.name,Host.accn,Matched.RefSeq.name,Host.taxid,Domain,Phylum,Class,Order,Family,Genus,Species,
NC_028906,Mycobacterium phage Toto,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_026591,Mycobacterium phage Trike,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023731,Mycobacterium phage Trixie,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_011285,Mycobacterium phage Troll4,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022062,Mycobacterium phage Trouble,Mycobacterium smegamtis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023707,Mycobacterium phage Turbido,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028941,Mycobacterium phage Turj99,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041982,Mycobacterium phage Twister,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_027985,Mycobacterium phage UncleHowie,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028802,Mycobacterium phage UnionJack,Mycobacterum smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023498,Mycobacterium phage Validus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022060,Mycobacterium phage Velveteen,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028934,Mycobacterium phage Vincenzo,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023695,Mycobacterium phage Violet,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023727,Mycobacterium phage Vista,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_029077,Mycobacterium phage VohminGhazi,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028801,Mycobacterium phage Vortex,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022067,Mycobacterium phage Wanda,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_014901,Mycobacterium phage Wee,Mycobacterium smegmatis mc2155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022070,Mycobacterium phage Wheeler,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022052,Mycobacterium phage Whirlwind,Mycobacterium smegamtis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023709,Mycobacterium phage Wile,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_021334,Mycobacterium phage WIVsmall,mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_031243,Mycobacterium phage Xeno,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_028910,Mycobacterium phage XFactor,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_022985,Mycobacterium phage Zaka,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042035,Mycobacterium phage Zemanar,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_024147,Mycobacterium phage ZoeJ,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023701,Mycobacterium virus Acadian,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023716,Mycobacterium virus Alma,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042031,Mycobacterium virus Anaya,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_014458,Mycobacterium virus Angelica,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042339,Mycobacterium virus Arturo,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042337,Mycobacterium virus Astro,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023698,Mycobacterium virus Avani,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023697,Mycobacterium virus Babsiella,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042308,Mycobacterium virus Backyardigan,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042316,Mycobacterium virus Baka,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041846,Mycobacterium virus Bask21,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042327,Mycobacterium virus BBPiebs31,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042331,Mycobacterium virus Benedict,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023739,Mycobacterium virus Billknuckles,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_014461,Mycobacterium virus Bron,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_011291,Mycobacterium virus Brujita,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023687,Mycobacterium virus Bruns,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023690,Mycobacterium virus Courthouse,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_014459,Mycobacterium virus Crimd,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042333,Mycobacterium virus Cuco,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023728,Mycobacterium virus Deadp,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042317,Mycobacterium virus Dlane,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023704,Mycobacterium virus Doom,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041855,Mycobacterium virus Dorothy,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042336,Mycobacterium virus Dotproduct,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023721,Mycobacterium virus Drago,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042330,Mycobacterium virus Ericb,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023726,Mycobacterium virus Euphoria,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041850,Mycobacterium virus Eureka,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_015584,Mycobacterium virus Faith1,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_027365,Mycobacterium virus Fionnbarth,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023712,Mycobacterium virus Firecracker,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_011288,Mycobacterium virus Fruitloop,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042312,Mycobacterium virus George,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042309,Mycobacterium virus Gladiator,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042340,Mycobacterium virus Goose,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023746,Mycobacterium virus Gumbie,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042318,Mycobacterium virus Hammer,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042328,Mycobacterium virus Heldan,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042319,Mycobacterium virus Ibhubesi,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042332,Mycobacterium virus Jaws,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042320,Mycobacterium virus JC27,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042334,Mycobacterium virus Jeffabunny,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042310,Mycobacterium virus JHC117,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042313,Mycobacterium virus Joedirt,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042326,Mycobacterium virus Kssjeb,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023702,Mycobacterium virus Kugel,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023724,Mycobacterium virus Larva,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042321,Mycobacterium virus Lesedi,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023745,Mycobacterium virus LHTSCC,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023705,Mycobacterium virus Liefie,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042322,Mycobacterium virus Littlee,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042338,Mycobacterium virus Macncheese,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041853,Mycobacterium virus Marcell,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042311,Mycobacterium virus Microwolf,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042323,Mycobacterium virus Mozy,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042329,Mycobacterium virus Mrgordo,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042324,Mycobacterium virus Museum,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041847,Mycobacterium virus Mutaforma13,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041852,Mycobacterium virus Nepal,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_041844,Mycobacterium virus Optimus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_011287,Mycobacterium virus Pacc40,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042314,Mycobacterium virus Packman,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_013694,Mycobacterium virus Peaches,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023720,Mycobacterium virus Perseus,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042325,Mycobacterium virus Pixie,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042027,Mycobacterium virus Pumpkin,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_011289,Mycobacterium virus Ramsey,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042341,Mycobacterium virus Rebeuca,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_042315,Mycobacterium virus Rockyhorror,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
NC_023732,Mycobacterium virus Rumpelstiltskin,Mycobacterium smegmatis mc2 155,GCF_000015005.1,Mycolicibacterium smegmatis MC2 155,246196,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium smegmatis,
